Year,Region,Life Expectancy World Bank,Prevelance of Undernourishment,CO2,Health Expenditure %,Education Expenditure %,Unemployment,Corruption,Sanitation,Injuries,Communicable,NonCommunicable
2001,Africa,53.98099004489796,25.549999999999997,14644.285714285714,4.870238485869565,4.0168526813846155,9.794291608124999,,15.628520514434783,674993.2095918367,8976991.994693877,2452227.921632653
2001,Asia,69.45431377702702,15.399999999999999,204834.05405405405,4.622819716857143,4.023415270380953,5.832972969702703,,48.97816451358333,3957340.488378378,13685589.30810811,18480912.21891892
2001,Europe,75.46026287305556,3.222857142857143,116514.5945945946,7.092250328157895,5.019495377153846,10.290944493027778,,68.94009183297298,535329.728974359,245042.6964102564,4105830.4825641024
2001,North America,72.61186062714286,13.129411764705882,354898.94736842107,6.1513469852631575,4.8756520033,7.21258825417647,,53.895411255,777810.4681818183,893561.0063636363,5064925.222727273
2001,Oceania,69.672282927,8.0,29440.76923076923,8.401900932307692,7.021988562,5.018888831333333,,39.39022191733333,69747.445,125627.288125,414694.2525
2001,South America,70.99081818181818,11.69090909090909,56597.27272727273,5.988391681818182,4.350864308285714,9.918909006636364,,34.06905168555556,1536135.746363636,2159916.652727273,5661713.448181818
2002,Africa,54.21793180693878,24.927777777777777,14866.326676156326,4.988525748695652,3.819801147076923,9.885520817249999,,16.086998097,690580.3816326531,8978988.91877551,2505214.105510204
2002,Asia,69.79056361216216,14.770967741935483,216492.4345907135,4.818962564444444,4.109617367913043,5.92321625245946,,50.40283727152,3854637.9224324324,13285605.923513513,18745344.844324324
2002,Europe,75.58254878027778,3.1342857142857143,116187.02620241622,7.34967812763158,4.9680996394137935,10.34477778275,,69.37351038108108,527829.2030769231,240447.5564102564,4126779.383846154
2002,North America,73.03309201772727,12.847058823529412,348187.88212671055,6.325235103157895,4.508605003333334,7.319411739823529,,53.956545129999995,769647.6145454545,874211.2309090908,5133955.364090909
2002,Oceania,69.917392683,8.05,30036.922761185077,8.05370749,6.311742748285714,4.794777843555555,,39.61187938766667,70236.32875,129970.133125,420909.05062500003
2002,South America,71.28327272727273,11.7,55670.00094472727,6.067127205454545,4.129136234625,10.440454526636364,,34.614540696666666,1587146.6336363635,2107108.4727272727,5790340.153636363
2003,Africa,54.58221105020408,24.355555555555554,15669.387701883674,5.223524617391305,4.344230869608696,9.8667500935625,,16.564512715217393,698551.456122449,8975159.537142858,2554968.484489796
2003,Asia,70.11885959135135,13.96774193548387,236196.2197125108,4.685664324594595,4.013725795210526,5.879486484864865,,50.94183905719999,3829248.81,12873454.62135135,18975746.23054054
2003,Europe,75.75579945861111,3.06,119835.13475460542,7.5583765123684215,5.213503846692307,10.572388861194444,,69.80685177864865,516079.47461538465,239354.67307692306,4134692.6243589744
2003,North America,73.11425203238095,13.123529411764705,353831.0638703948,6.356826418421053,4.322890721923077,7.4022351989411765,,54.29247307,777400.8300000001,857056.6399999999,5200562.4363636365
2003,Oceania,70.166336585,8.1,30169.99907821277,7.573413848461538,7.7145876895,4.522000007888889,,39.836151087,70515.5125,134261.29875000002,425770.3625
2003,South America,71.57409090909091,11.736363636363636,56087.27292236364,6.0404097181818175,3.881188563,9.637999990454546,,35.15696604111111,1508195.399090909,2060276.7618181817,5886826.768181819
2004,Africa,55.06715978102041,23.541666666666668,16414.285551416328,5.442196181956522,4.036220699464286,9.590187548291667,,17.041071062,702683.906122449,8901016.457755102,2606623.0614285716
2004,Asia,70.46115754756757,13.206451612903225,260614.32038434324,4.703276492162162,3.7568992468461535,5.847378339405405,,51.53266653519999,4190651.7981081083,12529837.762702702,19212620.722432435
2004,Europe,76.18108536555556,3.0285714285714285,119606.48734328109,7.623355978684211,4.876758690633333,10.676027788388888,,70.38010012513513,504927.9682051283,235580.1905128205,4118303.8756410256
2004,North America,73.33235191666667,13.200000000000001,358076.3173430105,6.400629432105263,5.064104989375,7.099411803176471,,54.63163289625,796129.8068181818,837161.3472727273,5233399.957727272
2004,Oceania,70.409202439,8.1875,31250.769044902,7.631252143076923,5.544986645333334,4.0144444174444445,,40.060682082666666,70847.945625,137958.621875,431345.83249999996
2004,South America,71.8629090909091,11.527272727272727,60034.54505372727,5.948416295454546,3.61487373725,8.907272664272726,,35.85105375222222,1494174.2018181817,2003993.1772727272,5973403.120909091
2005,Africa,55.593038825306124,22.61388888888889,16747.142875051224,5.374152523043478,4.331665873586207,9.498166619708334,2.7941176470588234,17.51825700321739,684951.5342857143,8778123.791632654,2658199.315102041
2005,Asia,70.75742122594595,12.422580645161291,282947.8328816054,4.63306320027027,3.641478149962963,5.82613519245946,2.78125,52.130492302,3983727.5959459455,12210797.471891893,19518807.17135135
2005,Europe,76.31805284555556,2.9085714285714284,118656.2154257919,7.666697118684211,5.1983811015925925,10.35063883336111,3.0,70.9709267127027,495912.13692307693,237479.50615384616,4131466.052051282
2005,North America,73.50048896619049,12.899999999999999,360807.90874629474,6.441448964736843,5.088862862571429,7.045882393764706,3.3,54.93397516875,805751.484090909,824890.3918181818,5317599.075454545
2005,Oceania,70.50472283727272,8.025,31679.999662613536,8.310620123846153,5.448180039666667,3.714111129666667,3.0833333333333335,40.54445797383333,72055.410625,139245.155625,437725.39187500003
2005,South America,72.14890909090909,11.154545454545454,61194.54628454545,5.966504269090908,4.188060079142857,8.174545548090908,3.0,36.50335716,1465550.781818182,1948276.291818182,6020177.734545454
2006,Africa,56.2057809855102,21.700000000000003,16907.3469488349,5.349564904347826,4.191021734275862,9.309854115166667,2.764705882352941,17.993505325391304,680314.471632653,8604202.332040817,2715924.112244898
2006,Asia,71.07381278837838,11.54516129032258,303983.2488763676,4.522482392972973,3.496326143846154,5.619675655567567,2.823529411764706,52.7820165388,3871675.2618918917,11857045.374054056,19710035.642162163
2006,Europe,76.55769444472223,2.825714285714286,119339.72787545677,7.560921361842105,5.1892238764230765,9.5542500015,2.75,70.49738297263157,485110.66564102564,233762.01897435897,4108277.7843589745
2006,North America,73.68502090619047,12.223529411764707,356372.6366570736,6.391865053157894,4.979812002,6.554823517352941,3.2,55.23576149,804025.3963636364,808276.3772727273,5371261.510909091
2006,Oceania,70.84372439,8.0625,32092.306990717385,8.72326649,7.76644504125,3.5968889262222223,3.0833333333333335,41.083584726999995,73332.45937499999,141129.96625,445019.3875
2006,South America,72.43145454545454,10.590909090909092,62790.907999636365,5.99982199,3.51272004,7.758909181363637,3.25,37.159599760000006,1468493.4718181817,1899088.7772727273,6108514.704545454
2007,Africa,56.895380288775506,21.083333333333332,17245.10198366551,5.391574214130435,4.075261748347827,9.225437488208334,2.764705882352941,18.428812749565218,679831.6273469388,8390694.300408164,2763713.372244898
2007,Asia,71.36828147648649,10.72258064516129,326424.326941773,4.395854125405405,3.2949353869999998,5.438027029648649,2.78125,53.523433871200005,3865490.7375675673,11482434.294864863,19952491.822162163
2007,Europe,76.75726693749999,2.757142857142857,118010.26957433784,7.526198179736842,5.0142203569333335,8.494249966694445,3.0,71.19564694447368,479904.9484615384,233546.6158974359,4120572.7405128204
2007,North America,73.88373286904762,11.947058823529412,363117.8854499,6.694014575263158,5.046108802333333,6.23376463482353,3.2,55.53814188,808475.7145454547,793039.4759090908,5432383.667727273
2007,Oceania,71.039090244,7.987500000000001,32815.384664226614,9.00308356,5.7875081064,3.6638889048888887,3.1666666666666665,41.625187804,75679.079375,142003.409375,454650.528125
2007,South America,72.70954545454546,10.136363636363637,66203.63598136364,5.9592279090909095,3.49910576,7.218636317818182,3.25,37.86337133,1468551.9809090907,1856907.491818182,6188046.16090909
2008,Africa,57.59716625183673,20.575000000000003,18330.612066611837,5.24325012326087,3.9264058413225804,8.957854203770834,2.735294117647059,18.915128857869565,680838.8195918368,8174977.915510205,2806274.7024489795
2008,Asia,71.68632498351352,10.019354838709678,336922.16489164054,4.626019001081081,3.504482167142857,5.450108123027027,2.75,54.274099791199994,4171315.8200000003,11153183.559729729,20279996.841891892
2008,Europe,77.09592005416667,2.705714285714286,115448.37902882433,7.707179226578947,5.286485523965517,7.996999932861111,3.0,71.91311861605263,471444.90871794877,231793.9012820513,4120685.5164102563
2008,North America,74.05456097571428,11.711764705882352,352457.3600862211,6.858200487894737,5.6476049895,6.3845882902352935,3.2,55.81697547625,821211.2359090908,777963.4809090908,5528818.043636363
2008,Oceania,71.23133414600001,8.15,33077.692369618926,8.981706197692308,7.1187311417500005,3.7962222098888887,3.25,42.0954031505,75999.59,144137.876875,462173.74000000005
2008,South America,72.98154545454545,9.881818181818183,69713.63623490909,6.066463253636363,4.1424419401999995,7.101454518181819,3.25,38.57179906888889,1483711.0372727273,1815998.971818182,6266091.794545456
2009,Africa,58.31784420102041,19.5,18028.571622544492,5.5569579678260865,4.237343638964286,8.9549791589375,2.7142857142857144,19.39781040421739,689312.3244897958,7977353.879591836,2857474.0653061224
2009,Asia,72.02380553702702,9.174193548387096,352934.8589995135,4.937146238648649,3.7459333340666663,5.790486458054054,2.78125,55.138042776,3825455.673513513,10750290.732972974,20501788.60243243
2009,Europe,77.39467073194444,2.6714285714285713,106081.8916287,8.295013660263157,5.475667726741936,10.183055546583333,3.0,72.75588473526315,453860.4033333333,225514.29435897438,4084076.7992307697
2009,North America,74.26722648047618,11.258823529411766,329333.6935859684,7.293819238421054,5.6114100457,7.618294106294117,3.3,56.15052108625,831656.0172727272,764485.4204545454,5611268.907727272
2009,Oceania,71.446834146,8.1,33360.76991044969,8.50319602,8.451454299142856,4.30466666511111,3.25,42.560335796,78286.2975,147638.54375,467579.453125
2009,South America,73.24654545454545,9.009090909090908,67183.63645736364,6.489171461818182,4.2335300102857145,7.706909157727273,3.25,39.28511742,1506337.4036363636,1788163.9163636365,6379623.875454545
2010,Africa,59.03503832755102,18.355555555555554,19175.714149314284,5.533127303404255,4.056429730142857,9.215145877166668,2.7,19.89417298926087,680371.0308163266,7796469.193673469,2906956.809387755
2010,Asia,72.29974555027027,8.464516129032257,382839.1858516892,4.7369213081081085,3.429086021566667,5.592567640405405,2.78125,56.0204648636,3825312.6245945944,10421959.055405406,20839365.28540541
2010,Europe,77.74000609777778,2.662857142857143,109504.05407156487,8.202251835263159,5.2933140285,11.24452769775,3.0,73.65195342947369,441781.5053846154,220629.79076923078,4062499.749230769
2010,North America,74.4209233447619,10.670588235294119,343274.72987946315,7.27802389631579,5.795921703416667,7.572999996470588,3.2,56.4842467875,1441271.964090909,753004.0618181819,5662840.199545454
2010,Oceania,71.631056097,8.175,32769.23135964123,8.60932372153846,8.499932833857143,4.130333317666667,3.25,43.004834298166664,78053.34125,146918.16625,474959.70375
2010,South America,73.503,8.245454545454546,73699.9995929091,6.354735373636364,4.4476966330000005,6.849636403181819,3.0,40.003939457777776,1513585.1145454547,1748411.8081818183,6474207.383636364
2011,Africa,59.728657541020404,17.22222222222222,18971.836944314284,5.559559501914893,4.095959732944444,9.164291645916666,2.757142857142857,20.38852083373913,695043.5157142858,7590061.289183673,2961110.13122449
2011,Asia,72.56162755432432,7.870967741935484,412935.94097585947,4.707979105405405,3.5545909595806453,5.42686486718919,2.9,56.9261381184,3768619.0459459457,10118556.721081082,21192606.45783784
2011,Europe,78.15332791388889,2.6599999999999997,106441.08053112162,8.07848322051282,5.093291513878787,11.247666636750001,3.25,74.58034365473685,431899.15153846156,216732.48153846152,4043864.2517948714
2011,North America,74.6534634147619,10.229411764705883,333434.74054767366,7.328184729473684,4.826272249222223,7.505999999941176,3.2,56.84132468875,837399.4663636364,756217.7468181818,5749461.629545455
2011,Oceania,71.8431,8.225,32629.231205095075,7.8862147892307695,8.890986204,4.719666613444444,3.357142857142857,43.36028328533333,79851.160625,146491.961875,483436.869375
2011,South America,73.74972727272728,7.345454545454545,78115.45419045455,6.328604265454545,4.540184471444444,6.483363628636363,3.0,40.72893441666667,1511048.261818182,1700632.4072727272,6557701.848181818
2012,Africa,60.44630662020408,16.9,20229.183499432653,5.362748074130435,3.9173925297142853,8.998937502395833,2.7083333333333335,20.867806568913043,683956.5469387756,7365150.9979591835,3021717.0051020407
2012,Asia,72.85094858270271,7.622580645161291,428278.37965688383,4.768909077027027,3.4442833065333334,5.378108080216217,2.933333333333333,57.8359935708,3710289.7035135133,9762440.57027027,21477864.22027027
2012,Europe,78.29397289916668,2.6457142857142855,105227.83770233784,8.172169887179487,5.220203424275862,11.640305611972222,3.25,75.48551931921052,423697.9482051282,214119.58666666667,4048752.306923077
2012,North America,74.87360162619048,10.170588235294119,322363.1628304843,7.2268064899999995,4.6032174825,7.312058799411765,3.2,57.20212958375,855156.7345454545,726698.2668181818,5843313.151363636
2012,Oceania,72.054943902,8.3375,32788.461664434304,7.907362792307693,8.327733873875001,5.004111038333333,3.375,43.690459161999996,81609.574375,146247.83687499998,489785.215
2012,South America,73.98627272727273,6.990909090909091,81915.45616481818,6.4526816718181825,4.754067182571428,6.393181800909091,3.0,41.51456966333333,1506833.5272727273,1659575.1545454545,6633155.663636363
2013,Africa,61.06815480346938,16.994444444444444,21063.673796359184,5.582838231956521,4.025644638026316,8.859416626708333,2.7083333333333335,21.348184979217393,700450.1620408163,7182064.081836735,3086798.4995918367
2013,Asia,73.13655108756757,7.316129032258064,443803.7951236675,4.940262073513513,3.66913971671875,5.515783795972974,2.90625,58.751337578000005,3679968.961621621,9447062.173243243,21771266.853513516
2013,Europe,78.6008611113889,2.642857142857143,102749.99969903514,8.144699427179487,5.328923529290323,11.690999971722222,3.25,76.20623768421052,416735.7023076923,208440.22615384616,4046374.217948718
2013,North America,75.01806852428571,10.152941176470588,329479.4769638263,7.1689944021052625,5.02115172125,7.341823633941177,3.3,57.572251801250005,856942.495909091,724146.8563636363,5966645.867272727
2013,Oceania,72.259409756,8.5125,32295.384456922002,8.376207553846154,8.195613712,4.814888894666667,3.375,43.847552495,80703.67749999999,146715.034375,497300.175
2013,South America,74.21318181818182,6.618181818181818,86824.54524963636,6.557537901818182,5.099342266888889,6.225272763909092,3.25,42.30602809222222,1505539.7745454544,1633811.760909091,6720638.8118181825
2014,Africa,61.67366650061224,17.46388888888889,21894.081618118365,5.712518079565217,4.232860659315789,8.843666627854168,2.742857142857143,21.82998628504348,727671.053877551,7031977.138979591,3151507.973877551
2014,Asia,73.39582663162162,7.083870967741936,449971.08177846216,5.054521896216216,3.5690596189285713,5.462594597945946,2.8076923076923075,59.6649266412,3617895.341081081,9088657.930540541,22024587.703513514
2014,Europe,78.90296273666667,2.657142857142857,96679.73058925135,8.128259273076923,5.157360930612903,11.14538893463889,3.0,76.93379421947368,421435.5135897436,208434.46256410258,4035013.8282051287
2014,North America,75.19461207857142,10.105882352941178,329869.99718414736,7.2659831294736845,4.810902152714285,7.178117625882353,3.3,57.947920925,862231.2936363637,714245.3327272728,6086087.081818182
2014,Oceania,72.43968780499999,8.65,31699.231079598925,8.269046307692308,7.736851216222222,4.377888871666666,3.375,43.9754486775,82227.603125,146176.5475,507611.350625
2014,South America,74.42963636363636,6.281818181818181,89015.45390118183,6.742284559090908,5.162173080600001,6.301272695999999,3.25,43.10410856666667,1496032.5227272727,1594712.1227272728,6791402.383636364
2015,Africa,62.24486311591836,17.86388888888889,21662.653125989797,5.791770792173913,4.300927304609756,8.948708285979167,2.7142857142857144,22.313480877,726511.6557142858,6859272.755918368,3217414.283877551
2015,Asia,73.62724390243243,6.922580645161291,448362.1499805108,5.30612555027027,3.8159576654666667,5.449297319972973,2.8461538461538463,60.5689304032,3590024.7535135136,8808548.468108108,22395330.566216215
2015,Europe,78.83784417361112,2.662857142857143,96607.02590056216,8.105373787179486,5.0114230156,10.477222244055556,2.5,77.64920477184211,432398.0971794872,213771.74128205128,4132966.6053846157
2015,North America,75.33682113761904,9.988235294117647,324484.7356630316,7.348887520000001,4.735912614388889,6.772294142529412,3.3,58.3202899625,882758.4404545455,705971.6640909092,6210571.484999999
2015,Oceania,72.614982927,8.8625,32251.537445799695,8.467799591538462,7.584362268000001,4.3086667391111115,3.375,44.147959685333326,83743.33499999999,146318.30750000002,518271.836875
2015,South America,74.63572727272728,6.209090909090909,87999.09143227273,7.201914657272727,5.144880359636364,6.658454526272728,3.0,43.90629123111111,1481086.9163636363,1560107.4236363636,6899140.820909091
2016,Africa,62.732012941836736,18.055555555555557,21872.449420359186,5.710844641304347,4.22434111225,9.015645885333333,2.7,22.79747420447826,717701.4479591837,6701730.49122449,3283117.5463265306
2016,Asia,73.85101450216216,6.767741935483872,451365.1402224919,5.440859703783784,4.040139638,5.470297313054054,2.8181818181818183,61.4720435904,3569077.872162162,8404219.462162163,22798250.303513516
2016,Europe,79.10311585277778,2.6542857142857144,96590.00009437297,8.07990285051282,4.927657118821429,9.592499984583334,2.5,78.35979256236841,429113.8476923077,212567.3205128205,4123860.1317948713
2016,North America,75.46343786285713,9.758823529411766,319310.52710655786,7.398733717368421,4.742251017529412,6.581058852647058,3.2,58.70517297875,889173.59,698626.1240909091,6357286.344545454
2016,Oceania,72.78952195100001,8.975,32839.9992771797,8.245143358461538,7.791872076888889,4.046000063444445,3.375,44.3170891275,85115.343125,147695.315625,526669.724375
2016,South America,74.83118181818182,6.254545454545454,85201.81732327273,7.18512986,5.3465747355,7.404999971454546,3.0,44.70423544444444,1498616.3145454545,1534102.887272727,7054251.748181819
2017,Africa,63.16460477857142,18.072222222222223,22250.20385142449,5.575442768085106,4.337027103410256,9.033687565333333,2.6666666666666665,23.29255462121739,723201.3297959183,6512295.913061225,3342963.3310204083
2017,Asia,74.06208371783784,6.616129032258065,463051.34257515136,5.39950527972973,4.05738516896875,5.46464866818919,2.727272727272727,62.4294054124,3565898.117837838,8103728.539189189,23174594.38783784
2017,Europe,79.1957439025,2.6285714285714286,96044.32438707569,8.011322730512822,4.792255034027778,8.544999950444444,2.5,79.022268525,430323.1302564102,209786.13333333333,4140136.96025641
2017,North America,75.59010801428572,9.594117647058823,315604.2168285368,7.294974627894736,4.440469151894737,6.125352985764706,3.2,59.052501095000004,912742.2259090908,683706.5727272728,6480975.194545454
2017,Oceania,72.946653659,9.0375,33305.38493282739,8.346663732307691,7.10261015490909,4.043888873555556,3.375,44.48280360683333,86569.94374999999,147776.14375000002,538800.75625
2017,South America,75.01709090909091,6.354545454545455,84779.090464,7.380849145454545,5.147240898727272,7.484545468727273,3.0,44.753478416250005,1487660.2936363635,1503621.0118181817,7143931.370909091
2018,Africa,63.51450622183674,18.188888888888886,22620.408073612245,5.548163530638298,4.247813291974359,9.021749984916667,2.7,23.772124247391304,727690.699387755,6318705.575510204,3400762.114285714
2018,Asia,74.25553988135135,6.519354838709678,479253.23358340544,5.405292523243244,3.9226477066666665,5.29129729372973,2.6363636363636362,63.2672363508,3570290.4045945946,7827919.156486487,23590810.94189189
2018,Europe,79.33877913333333,2.605714285714286,94484.32522171621,8.00629344076923,4.94983220853125,7.6294444736111116,2.5,79.55306707842105,431286.7723076923,208138.39153846155,4176447.0943589746
2018,North America,75.75306155666667,9.46470588235294,323750.5311743316,7.311938737894737,4.7553651794444445,5.9784705780000005,3.2,59.397825975,908129.8168181818,675902.3781818182,6620090.592727273
2018,Oceania,73.133231708,8.9625,33094.61598869354,8.39530818153846,7.197545507,4.041666666555555,3.375,44.64443862983333,88980.645,147032.43,553795.185
2018,South America,75.19481818181818,6.345454545454545,83078.18002827273,7.650452527272727,5.036672678909091,7.721454576909091,3.0,45.58203389,1468897.247272727,1468147.2945454547,7250579.348181818
2019,Africa,63.87302439020408,18.805555555555557,23304.694252463265,5.425654792978723,4.304226477916667,9.091187503979166,2.7083333333333335,24.252260154565217,714490.2779591837,6188389.989591837,3463289.2020408167
2019,Asia,74.4330632827027,6.790322580645161,488777.29129891895,5.499642913513513,3.71356219796875,5.122918893405406,2.7083333333333335,63.4644346275,3577550.97,7594507.293513514,24020525.77945946
2019,Europe,79.58631097583333,2.62,90238.10826305406,8.124902851842105,3.967582449125,6.970555524194444,2.5,80.95984417891891,433130.3620512821,206781.5523076923,4203811.7971794875
2019,North America,75.90401161523809,9.58235294117647,315594.7487263421,7.327256755263158,4.436531250384615,6.049411738352941,3.1,59.7906867675,903346.5781818181,670429.0490909091,6757270.968181819
2019,Oceania,73.269331707,8.8,33182.30746647815,9.28819383076923,7.910315381222222,3.967333316666666,3.3125,52.56242445,88939.17812499999,147284.41937500003,565966.89625
2019,South America,75.36618181818181,6.663636363636363,83035.45440445455,7.935301955454546,4.611605542,7.957454573818182,3.0,46.43364913875,1461168.1654545453,1439003.4127272726,7361413.275454545
